_id	data	hora	natureza_acidente	situacao	bairro	endereco	numero	detalhe_endereco_acidente	complemento	endereco_cruzamento	numero_cruzamento	referencia_cruzamento	bairro_cruzamento	tipo	descricao	auto	moto	ciclom	ciclista	pedestre	onibus	caminhao	viatura	outros	vitimas	vitimasfatais
71	2016-01-04T00:00:00	14:57:00	SEM VÍTIMA	FINALIZADA	CAJUEIRO	AV SEBASTIAO SALAZAR	125	""	E/F AO BAR DA FAVA	AV SEBASTIAO SALAZAR	125	E/F AO BAR DA FAVA	CAJUEIRO	COLISÃO	02 AUTOS	2									0	
72	2016-01-04T00:00:00	15:17:00	SEM VÍTIMA	FINALIZADA	SANTO AMARO	RUA DO POMBAL	""	""	PROXÍMO AO COMANDO DA GUARDA	RUA DO POMBAL	0	PROXÍMO AO COMANDO DA GUARDA	SANTO AMARO	COLISÃO	COLISÃO SEM VÍTIMA	2									0	
73	2016-01-04T00:00:00	15:34:00	COM VÍTIMA	FINALIZADA	JORDÃO	AV MARIA IRENE	1225	""	PROXÍMO AO JORDÃO MOTO PEÇAS	AV MARIA IRENE	1225	PROXÍMO AO JORDÃO MOTO PEÇAS	JORDÃO	COLISÃO	COLISÃO COM VÍTIMA	1	1								1	
74	2016-01-04T00:00:00	15:51:00	SEM VÍTIMA	FINALIZADA	BOA VIAGEM	AV CONSELHEIRO AGUIAR	""	""	E/F DO ESTACIONAMENTO DA PADARIA DIPLOMATA	AV CONSELHEIRO AGUIAR	0	E/F DO ESTACIONAMENTO DA PADARIA DIPLOMATA	BOA VIAGEM	COLISÃO	COLISAO DE DOIS AUTOS S/V	2									0	
75	2016-01-04T00:00:00	15:51:00	SEM VÍTIMA	FINALIZADA	CABANGA	AV ENGENHEIRO JOSE ESTELITA	660	""	SENTIDO AGAMENON, CABAGA HIATE CLUB	AV ENGENHEIRO JOSE ESTELITA	660	SENTIDO AGAMENON, CABAGA HIATE CLUB	CABANGA	COLISÃO	2 AUTOS	1						1			0	
76	2016-01-04T00:00:00	16:05:00	COM VÍTIMA	FINALIZADA	JORDÃO	RUA DR ALVARO FERRAZ	""	""	TERMINAL DO ÔNIBUS DE JORDÃO BAIXO	RUA DR ALVARO FERRAZ	0	TERMINAL DO ÔNIBUS DE JORDÃO BAIXO	JORDÃO	COLISÃO	2 AUTOS	2									1	
77	2016-01-04T00:00:00	16:12:00	SEM VÍTIMA	FINALIZADA	BEBERIBE	AV BEBERIBE	""	""	E/F DO SEST SENT	AV BEBERIBE	0	E/F DO SEST SENT	BEBERIBE	COLISÃO	COLISAO DE CAMINHAO E AUTO S/V	1						1			0	
78	2016-01-04T00:00:00	16:14:00	SEM VÍTIMA	CANCELADA	BOA VIAGEM	AV CONSELHEIRO AGUIAR	4264	""	EM FRETE A GALLETOS	AV CONSELHEIRO AGUIAR	4264	EM FRETE A GALLETOS	BOA VIAGEM	COLISÃO	COLISÃO SEM VÍTIMA	1					1				0	
79	2016-01-04T00:00:00	16:16:00	SEM VÍTIMA	FINALIZADA	CAMPO GRANDE	RUA ODORICO MENDES	379	""	EM FRENTE A LEO GELO	RUA ODORICO MENDES	379	EM FRENTE A LEO GELO	CAMPO GRANDE	ENGAVETAMENTO	""	3									0	
80	2016-01-04T00:00:00	16:43:00	COM VÍTIMA	FINALIZADA	BAIRRO DO RECIFE	AV ALFREDO LISBOA	""	""	EM FRENTE A PRAÇA DO MARCO ZERO	AV ALFREDO LISBOA	0	EM FRENTE A PRAÇA DO MARCO ZERO	BAIRRO DO RECIFE	COLISÃO	COLISÃO ENTRE AUTO E MOTO COM VITIMA	1	1								1	
81	2016-01-04T00:00:00	17:08:00	COM VÍTIMA	FINALIZADA	CASA FORTE	AV DEZESSETE DE AGOSTO	""	""	ESQ COM A RUA ENG OSCAR FERREIRA / SEMAFORO 646	AV DEZESSETE DE AGOSTO	0	ESQ COM A RUA ENG OSCAR FERREIRA / SEMAFORO 646	CASA FORTE	COLISÃO	MOTO E AUTO	1	1								1	
82	2016-01-04T00:00:00	17:27:00	SEM VÍTIMA	FINALIZADA	IMBIRIBEIRA	AV MARECHAL MASCARENHAS DE MORAES	""	""	PROXÍMO A IMBIRIBEIRA DIESEL / SENTIDO CIDADE	AV MARECHAL MASCARENHAS DE MORAES	0	PROXÍMO A IMBIRIBEIRA DIESEL / SENTIDO CIDADE	IMBIRIBEIRA	COLISÃO	COLISÃO SEM VÍTIMA	1					1				0	
83	2016-01-04T00:00:00	17:50:00	COM VÍTIMA	FINALIZADA	SANTO AMARO	RUA TREZE DE MAIO	970	""	FÁCIL PNEU BORRACHARIA	RUA TREZE DE MAIO	970	FÁCIL PNEU BORRACHARIA	SANTO AMARO	ATROPELAMENTO	VEÍCULO SIENA ATROPELOU UMA SENHORA E UMA CRIANÇA	1				1					2	
84	2016-01-04T00:00:00	18:09:00	SEM VÍTIMA	CANCELADA	BONGI	RUA DR SEVERINO JATOBA	1230	""	EM FRENTE AO BAR DO LUIZ E APOS A PADARIA SANTA JOANA	RUA DR SEVERINO JATOBA	1230	EM FRENTE AO BAR DO LUIZ E APOS A PADARIA SANTA JOANA	BONGI	COLISÃO	AUTO E MOTO	1	1								0	
85	2016-01-04T00:00:00	19:02:00	SEM VÍTIMA	FINALIZADA	SAN MARTIN	RUA VISCONDE PARNAIBA	135	""	NA RUA DO BAR DO PAULO E A CHESF	RUA VISCONDE PARNAIBA	135	NA RUA DO BAR DO PAULO E A CHESF	SAN MARTIN	COLISÃO	AUTO E MOTO	1	1								0	
86	2016-01-04T00:00:00	19:15:00	SEM VÍTIMA	FINALIZADA	CIDADE UNIVERSITÁRIA	RUA ODON RODRIGUES DE MORAIS REGO	""	""	DENTRO DA UNIVERSIDADE FEDERAL	RUA ODON RODRIGUES DE MORAIS REGO	0	DENTRO DA UNIVERSIDADE FEDERAL	CIDADE UNIVERSITÁRIA	COLISÃO	COLISÃO ENTRE DOIS AUTO E UMA MOTO, S/V	2	1								0	
87	2016-01-04T00:00:00	20:03:00	SEM VÍTIMA	FINALIZADA	IMBIRIBEIRA	AV MARECHAL MASCARENHAS DE MORAES	""	""	NA SAIDA DO EMBARQUE, NA DESCIDA DO VIA DUTO NO AEROPORTO	AV MARECHAL MASCARENHAS DE MORAES	0	NA SAIDA DO EMBARQUE, NA DESCIDA DO VIA DUTO NO AEROPORTO	IMBIRIBEIRA	COLISÃO	COLISAO ENTRE DOIS AUTO S/V	2									0	
88	2016-01-04T00:00:00	20:41:00	SEM VÍTIMA	FINALIZADA	PINA	AV ENGENHEIRO DOMINGOS FERREIRA	""	""	APOS A GREJA DO PINA, SENTIDO BOA VIAGEM	AV ENGENHEIRO DOMINGOS FERREIRA	0	APOS A GREJA DO PINA, SENTIDO BOA VIAGEM	PINA	COLISÃO	COLISÃO ENTRE ONIBUS E AUTO, S/V	1					1				0	
89	2016-01-05T00:00:00	06:16:00	SEM VÍTIMA	FINALIZADA	TAMARINEIRA	RUA CONEGO BARATA	""	""	AO LADO DA FERREIRA COSTA / SENTIDO AFOGADOS	RUA CONEGO BARATA	0	AO LADO DA FERREIRA COSTA / SENTIDO AFOGADOS	TAMARINEIRA	COLISÃO	COLISÃO SEM VÍTIMA	1					1				0	
90	2016-01-05T00:00:00	07:22:00	SEM VÍTIMA	CANCELADA	IMBIRIBEIRA	RUA JOSE DA SILVA LUCENA	273	""	EM FRENTE A EMPRESA LATOMEX	RUA JOSE DA SILVA LUCENA	273	EM FRENTE A EMPRESA LATOMEX	IMBIRIBEIRA	COLISÃO	COLISÃO SEM VÍTMA	1	1								0	
91	2016-01-05T00:00:00	08:07:00	SEM VÍTIMA	FINALIZADA	ENCRUZILHADA	AV NORTE	""	""	EM FRENTE AO EXTRABOM,SEMAFORO 045,SENT/CENTRO	AV NORTE	0	EM FRENTE AO EXTRABOM,SEMAFORO 045,SENT/CENTRO	ENCRUZILHADA	COLISÃO	COLISÃO SEM VITIMAS	2									0	
92	2016-01-05T00:00:00	09:34:00	SEM VÍTIMA	FINALIZADA	TORREÃO	AV GOVERNADOR AGAMENON MAGALHAES	""	""	EM FRENTE SECRETARIA DE DEFESA SOCIAL/ SENTIDO RECIFE	AV GOVERNADOR AGAMENON MAGALHAES	0	EM FRENTE SECRETARIA DE DEFESA SOCIAL/ SENTIDO RECIFE	TORREÃO	COLISÃO	COLISÃO SEM VÍTIMA										0	
93	2016-01-05T00:00:00	09:51:00	SEM VÍTIMA	FINALIZADA	TORRE	RUA JOAO DE DEUS	""	""	RUA EM FRENTE AO RESTAURANTE BOI NO BAFO / SENTIDO AFOGADOS	RUA JOAO DE DEUS	0	RUA EM FRENTE AO RESTAURANTE BOI NO BAFO / SENTIDO AFOGADOS	TORRE	COLISÃO	COLISÃO SEM VÍTIMA	3									0	
94	2016-01-05T00:00:00	10:44:00	SEM VÍTIMA	FINALIZADA	BOA VIAGEM	AV ENGENHEIRO DOMINGOS FERREIRA	""	""	AO LADO DO BROMPREÇO NO SEMAFORO 303 / SENTIDO BOA VIAGEM	AV ENGENHEIRO DOMINGOS FERREIRA	0	AO LADO DO BROMPREÇO NO SEMAFORO 303 / SENTIDO BOA VIAGEM	BOA VIAGEM	COLISÃO	COLISÃO SEM VÍTIMA	2									0	
95	2016-01-05T00:00:00	10:56:00	SEM VÍTIMA	FINALIZADA	BOA VIAGEM	AV ENGENHEIRO DOMINGOS FERREIRA	""	""	E/F AO CURSO DE INGLES WIZARD	AV ENGENHEIRO DOMINGOS FERREIRA	0	E/F AO CURSO DE INGLES WIZARD	BOA VIAGEM	COLISÃO	COLISÃO SEM VITIMAS GM BRITO QTH	2									0	
96	2016-01-05T00:00:00	11:59:00	SEM VÍTIMA	CANCELADA	ÁGUA FRIA	RUA SAO SEBASTIAO	572	""	PROX DA LADEIRA DE PEDRA	RUA SAO SEBASTIAO	572	PROX DA LADEIRA DE PEDRA	ÁGUA FRIA	COLISÃO	COLISAO DE DOIS AUTOS S/V	2									0	
97	2016-01-05T00:00:00	12:24:00	SEM VÍTIMA	FINALIZADA	BOA VISTA	RUA VELHA	413	""	EM FRENTE A IGREJA CATOLICA DO LARGO DA SANTA CRUZ	RUA VELHA	413	EM FRENTE A IGREJA CATOLICA DO LARGO DA SANTA CRUZ	BOA VISTA	COLISÃO	DOIS AUTO	2									0	
98	2016-01-05T00:00:00	12:26:00	SEM VÍTIMA	CANCELADA	BOA VIAGEM	AV CONSELHEIRO AGUIAR	""	""	SEMÁFORO 005	AV CONSELHEIRO AGUIAR	0	SEMÁFORO 005	BOA VIAGEM	COLISÃO	DOIS AUTOS	2									0	
99	2016-01-05T00:00:00	12:51:00	SEM VÍTIMA	CANCELADA	BOA VISTA	RUA BARAO DE SAO BORJA	""	""	COM ARUA JOSE DE ALENCAR	RUA BARAO DE SAO BORJA	0	COM ARUA JOSE DE ALENCAR	BOA VISTA	COLISÃO	DOIS AUTOS	2									0	
100	2016-01-05T00:00:00	13:05:00	SEM VÍTIMA	FINALIZADA	SÃO JOSÉ	RUA DA CARIOCA	""	""	COM A RUA DA PRAIA AO LADO DO ARMAZEM JUQUEIRA	RUA DA CARIOCA	0	COM A RUA DA PRAIA AO LADO DO ARMAZEM JUQUEIRA	SÃO JOSÉ	COLISÃO	COLISAO DE DOIS AUTOS S/V	2									0	
101	2016-01-05T00:00:00	13:27:00	SEM VÍTIMA	FINALIZADA	TEJIPIÓ	AV DR JOSE RUFINO	XX	""	ANTES DO MURO DO 4 DECON	AV DR JOSE RUFINO	XX	ANTES DO MURO DO 4 DECON	TEJIPIÓ	COLISÃO	AUTO E MOTO	1	1								0	
102	2016-01-05T00:00:00	14:00:00	SEM VÍTIMA	FINALIZADA	IMBIRIBEIRA	AV MARECHAL MASCARENHAS DE MORAES	4728	""	EM FRENTE AO HOTEL AEROPORTO	AV MARECHAL MASCARENHAS DE MORAES	4728	EM FRENTE AO HOTEL AEROPORTO	IMBIRIBEIRA	COLISÃO	DOIS AUTOS	2									0	
103	2016-01-05T00:00:00	14:08:00	SEM VÍTIMA	CANCELADA	CURADO	RUA DR GEORGE WILLIAM BUTLER	569	""	RUA DA KIBOM SORVANE	RUA DR GEORGE WILLIAM BUTLER	569	RUA DA KIBOM SORVANE	CURADO	COLISÃO	VIATURA E MOTO		1						1		0	
104	2016-01-05T00:00:00	14:15:00	SEM VÍTIMA	PENDENTE	SANTO ANTÔNIO	RUA MADRE DEUS	XX	""	EM FRENTE AO ESPAÇO ALFANDEGA	RUA MADRE DEUS	XX	EM FRENTE AO ESPAÇO ALFANDEGA	SANTO ANTÔNIO	COLISÃO	DOIS AUTO	2									0	
105	2016-01-05T00:00:00	14:24:00	SEM VÍTIMA	FINALIZADA	VÁRZEA	RUA ENGENHEIRO VASCONCELOS BITTENCOURT	352	""	EM FRENTE A ASSEMBLEIA DE DEUS DA BRASILIT	RUA ENGENHEIRO VASCONCELOS BITTENCOURT	352	EM FRENTE A ASSEMBLEIA DE DEUS DA BRASILIT	VÁRZEA	COLISÃO	DOIS AUTO	2									0	
106	2016-01-05T00:00:00	14:28:00	SEM VÍTIMA	CANCELADA	IMBIRIBEIRA	AV MARECHAL MASCARENHAS DE MORAES	""	""	AO LADO DA FACULDADE UNIVERSO / SENT CIDADE / AO LADO DO POSTO SHELL	AV MARECHAL MASCARENHAS DE MORAES	0	AO LADO DA FACULDADE UNIVERSO / SENT CIDADE / AO LADO DO POSTO SHELL	IMBIRIBEIRA	COLISÃO	DOIS AUTOS	1						1			0	
107	2016-01-05T00:00:00	14:36:00	SEM VÍTIMA	CANCELADA	SANTO ANTÔNIO	RUA IMPERIAL	684	""	AO LADO DO MARTELINHO DE OURO	RUA IMPERIAL	684	AO LADO DO MARTELINHO DE OURO	SANTO ANTÔNIO	COLISÃO	DOIS AUTOS	2									0	
108	2016-01-05T00:00:00	14:47:00	SEM VÍTIMA	CANCELADA	DOIS IRMÃOS	RUA DOIS IRMAOS	""	""	PROX DO LAFEPE NO SEMAFORO 416	RUA DOIS IRMAOS	0	PROX DO LAFEPE NO SEMAFORO 416	DOIS IRMÃOS	COLISÃO	COLISAO DE MOTO E AUTO COM VITIMA	1	1								0	
109	2016-01-05T00:00:00	15:08:00	SEM VÍTIMA	FINALIZADA	ILHA DO LEITE	RUA ESTADO DE ISRAEL	245	""	EM FRENTE AO HOSPITAL ILHA DO LEITE	RUA ESTADO DE ISRAEL	245	EM FRENTE AO HOSPITAL ILHA DO LEITE	ILHA DO LEITE	COLISÃO	DOIS AUTO	2									0	
110	2016-01-05T00:00:00	15:27:00	SEM VÍTIMA	FINALIZADA	BARRO	RUA POETA APRENDIZ	10	""	E/F AO MERCADO BOA OPCAO	RUA POETA APRENDIZ	10	E/F AO MERCADO BOA OPCAO	BARRO	COLISÃO	COLISAO ENTRE AUTO E MOTO	1	1								0	
111	2016-01-05T00:00:00	16:04:00	COM VÍTIMA	FINALIZADA	BOA VIAGEM	RUA FAUSTINO PORTO	65	""	PX A CAIXA ECONOMICA	RUA FAUSTINO PORTO	65	PX A CAIXA ECONOMICA	BOA VIAGEM	ATROPELAMENTO	ATROPELAMENTO COM 1 VITIMA	1				1					1	
112	2016-01-05T00:00:00	16:32:00	SEM VÍTIMA	FINALIZADA	TORRE	RUA CONDE DE IRAJA	""	""	COM RUA REAL DA TORRE / EM FRENTE A ESCOLA GERAÇÃO VITORIA	RUA CONDE DE IRAJA	0	COM RUA REAL DA TORRE / EM FRENTE A ESCOLA GERAÇÃO VITORIA	TORRE	COLISÃO	DOIS AUTOS	2									0	
113	2016-01-05T00:00:00	17:38:00	SEM VÍTIMA	FINALIZADA	JARDIM SÃO PAULO	RUA FREI ATANAZIO	""	""	COM A RUA NOSSA SENHORA DE FATIMA NO SEMFORO 141	RUA FREI ATANAZIO	0	COM A RUA NOSSA SENHORA DE FATIMA NO SEMFORO 141	JARDIM SÃO PAULO	COLISÃO	COLISAO DE MOTO AUTO S/V	1	1								0	
114	2016-01-05T00:00:00	17:40:00	SEM VÍTIMA	FINALIZADA	BOA VIAGEM	AV ENGENHEIRO DOMINGOS FERREIRA	""	""	ESTACIONAMENTO TERREO DO CARREFOUR NA OFICINA	AV ENGENHEIRO DOMINGOS FERREIRA	0	ESTACIONAMENTO TERREO DO CARREFOUR NA OFICINA	BOA VIAGEM	COLISÃO	DOIS AUTOS	2									0	
115	2016-01-05T00:00:00	18:10:00	COM VÍTIMA	FINALIZADA	ESPINHEIRO	AV GOVERNADOR AGAMENON MAGALHAES	""	""	PROX. A UPE, EM CIMA DO VIA DUTO DA JOÃO DE BARROS	AV GOVERNADOR AGAMENON MAGALHAES	0	PROX. A UPE, EM CIMA DO VIA DUTO DA JOÃO DE BARROS	ESPINHEIRO	COLISÃO	COLISÃO ENTRE AUTO E MOTO COM VITIMA	1	1								1	
116	2016-01-05T00:00:00	18:50:00	COM VÍTIMA	CANCELADA	IBURA	AV ENGENHO SERRA VERDE	850	""	APOS A CLINICA DR. DO BEM, SENTIDO CENTRO, UR3, PROX. A PADARIA MARAJOR	AV ENGENHO SERRA VERDE	850	APOS A CLINICA DR. DO BEM, SENTIDO CENTRO, UR3, PROX. A PADARIA MARAJOR	IBURA	COLISÃO COM CICLISTA	COLISÃO ENTRE AUTO E CICLISTA, C/V	1			1						1	
117	2016-01-05T00:00:00	19:02:00	SEM VÍTIMA	FINALIZADA	BOA VIAGEM	AV CONSELHEIRO AGUIAR	3303	""	PROX. A BIG BEN E O BANCO DO BRADESCO, SENTIDO CIDADE	AV CONSELHEIRO AGUIAR	3303	PROX. A BIG BEN E O BANCO DO BRADESCO, SENTIDO CIDADE	BOA VIAGEM	COLISÃO	COLISÃO ENTRE AUTO E ONIBUS S/V	1					1				0	
118	2016-01-05T00:00:00	21:19:00	SEM VÍTIMA	FINALIZADA	PINA	AV HERCULANO BANDEIRA	915	""	APOS O ATACADÃO DOS PRESENTES, SENTIDO BOA VIAGEM	AV HERCULANO BANDEIRA	915	APOS O ATACADÃO DOS PRESENTES, SENTIDO BOA VIAGEM	PINA	COLISÃO	COLISÃO ENTRE DOIS AUTO S/V	2									0	
119	2016-01-06T00:00:00	03:27:00	SEM VÍTIMA	FINALIZADA	CAXANGÁ	RUA MAURICIO DE NASSAU	""	""	PRÓXIMO AO HOSPITAL ALTINO VENTURA // PRÓXIMO AO GOE	RUA MAURICIO DE NASSAU	0	PRÓXIMO AO HOSPITAL ALTINO VENTURA // PRÓXIMO AO GOE	CAXANGÁ	CHOQUE	CONDUTOR PERDEU O CONTROLE E SE SCHOCOU CONTRA O MURO DE UM TERRENO BALDIO	1									0	
120	2016-01-06T00:00:00	07:49:00	SEM VÍTIMA	FINALIZADA	CAÇOTE	AV CAPITAO GREGORIO DE CALDAS	""	""	AO LADO DO ESTACIONAMENTO DO HIPER DA AV. RECIFE	AV CAPITAO GREGORIO DE CALDAS	0	AO LADO DO ESTACIONAMENTO DO HIPER DA AV. RECIFE	CAÇOTE	COLISÃO	COLISÃO SEM VÍTIMA	1					1				0	
121	2016-01-06T00:00:00	13:10:00	SEM VÍTIMA	FINALIZADA	BOA VIAGEM	AV ANTONIO DE GOES	""	""	AO LADO DO JCPM	AV ANTONIO DE GOES	0	AO LADO DO JCPM	BOA VIAGEM	COLISÃO	COLISÃO SEM VITIMA ENTRE 3 AUTOS	3									0	
122	2016-01-06T00:00:00	10:19:00	SEM VÍTIMA	FINALIZADA	ILHA DO RETIRO	PRC DA BANDEIRA	""	""	NA SAÍDA DO TUNEL/ SENTIDO ABDIAS DE CARVALHO	PRC DA BANDEIRA	0	NA SAÍDA DO TUNEL/ SENTIDO ABDIAS DE CARVALHO	ILHA DO RETIRO	COLISÃO	COLISÃO SEM VÍTIMA	2									0	
123	2016-01-06T00:00:00	10:42:00	SEM VÍTIMA	FINALIZADA	CAXANGÁ	AV CAXANGA	""	""	SENTIDO CIDADE E/F A CONCESSIONARIA ITALIANA	AV CAXANGA	0	SENTIDO CIDADE E/F A CONCESSIONARIA ITALIANA	CAXANGÁ	COLISÃO	COLISÃO SEM VITIMAS	2									0	
124	2016-01-06T00:00:00	11:18:00	SEM VÍTIMA	FINALIZADA	BOA VIAGEM	RUA BARAO DE SOUZA LEAO	""	""	EM FRENTE DO RESTAURANTE COSTA BRAVO	RUA BARAO DE SOUZA LEAO	0	EM FRENTE DO RESTAURANTE COSTA BRAVO	BOA VIAGEM	COLISÃO	COL.S/V.SET/ AEROPORTO	2									0	
125	2016-01-06T00:00:00	11:23:00	SEM VÍTIMA	FINALIZADA	SANTO AMARO	AV GOVERNADOR AGAMENON MAGALHAES	""	""	SENTIDO OLINDA RECIFE E/F AO MINISTERIO PUBLICO FEDERAL	AV GOVERNADOR AGAMENON MAGALHAES	0	SENTIDO OLINDA RECIFE E/F AO MINISTERIO PUBLICO FEDERAL	SANTO AMARO	COLISÃO	COLISÃO SEM VITIMAS	1						1			0	
126	2016-01-06T00:00:00	11:43:00	SEM VÍTIMA	FINALIZADA	CAXANGÁ	AV CAXANGA	""	""	SEMAFORO 008	AV CAXANGA	0	SEMAFORO 008	CAXANGÁ	COLISÃO	COLISAO ENTRE AUTO E MOTO	1	1								0	
127	2016-01-06T00:00:00	11:49:00	SEM VÍTIMA	FINALIZADA	IMBIRIBEIRA	AV MARECHAL MASCARENHAS DE MORAES	4000	""	AO LADO DA LOCALIZA SEMI NOVOS	AV MARECHAL MASCARENHAS DE MORAES	4000	AO LADO DA LOCALIZA SEMI NOVOS	IMBIRIBEIRA	COLISÃO	COL.S/V.SET .SUB	1						1			0	
128	2016-01-06T00:00:00	12:30:00	SEM VÍTIMA	FINALIZADA	CASA FORTE	RUA JAYME LOYO	""	""	EM FRENTE FARMACIA BIG BEN	RUA JAYME LOYO	0	EM FRENTE FARMACIA BIG BEN	CASA FORTE	COLISÃO	COL.S/V.SET.BR	2	1								0	
129	2016-01-06T00:00:00	12:59:00	COM VÍTIMA	FINALIZADA	BOA VIAGEM	AV BOA VIAGEM	6432	""	NO SEMAFORO Nº149	AV BOA VIAGEM	6432	NO SEMAFORO Nº149	BOA VIAGEM	COLISÃO	COL.C/V	2	1								1	
130	2016-01-06T00:00:00	13:26:00	SEM VÍTIMA	FINALIZADA	AFOGADOS	RUA VINTE E UM DE ABRIL	541	""	PX A ESTACAO IPIRANGA	RUA VINTE E UM DE ABRIL	541	PX A ESTACAO IPIRANGA	AFOGADOS	COLISÃO	COLISAO ENTRE AUTOS	2									0	
131	2016-01-06T00:00:00	13:39:00	SEM VÍTIMA	FINALIZADA	BOA VIAGEM	AV CONSELHEIRO AGUIAR	1350	""	EM FRENTE AO EDF/RESIDENCIAL PERNAMBUCO	AV CONSELHEIRO AGUIAR	1350	EM FRENTE AO EDF/RESIDENCIAL PERNAMBUCO	BOA VIAGEM	COLISÃO	COL.S/V.	1					1				0	
132	2016-01-06T00:00:00	13:46:00	SEM VÍTIMA	FINALIZADA	CASA FORTE	AV DEZESSETE DE AGOSTO	387	""	NO SEMAFORO Nº614,EM FRENTE DA NEFROCENTO	AV DEZESSETE DE AGOSTO	387	NO SEMAFORO Nº614,EM FRENTE DA NEFROCENTO	CASA FORTE	COLISÃO	COL.SS/V,SET.BR	2									0	
133	2016-01-06T00:00:00	15:08:00	SEM VÍTIMA	FINALIZADA	CASA AMARELA	EST DO ENCANAMENTO	1580	""	BAR GUAIAMUNDO	EST DO ENCANAMENTO	1580	BAR GUAIAMUNDO	CASA AMARELA	COLISÃO	COLISAO ENTRE AUTOS	2									0	
134	2016-01-06T00:00:00	15:22:00	SEM VÍTIMA	FINALIZADA	BOA VIAGEM	AV CONSELHEIRO AGUIAR	""	""	SEMAFORO Nº549	AV CONSELHEIRO AGUIAR	0	SEMAFORO Nº549	BOA VIAGEM	COLISÃO	COL.S/V.	2									0	
135	2016-01-06T00:00:00	17:27:00	SEM VÍTIMA	FINALIZADA	IMBIRIBEIRA	RUA ALFREDO MARCONDES	""	""	EM FRENTE AS LOJAS GEOVANI SONDA / POR TRAS DA FEREIRA COSTA	RUA ALFREDO MARCONDES	0	EM FRENTE AS LOJAS GEOVANI SONDA / POR TRAS DA FEREIRA COSTA	IMBIRIBEIRA	COLISÃO	DOIS AUTOS	2									0	
136	2016-01-06T00:00:00	17:33:00	COM VÍTIMA	FINALIZADA	DOIS UNIDOS	RUA VINTE E UM DE JUNHO	343	""	PRÓXIMO A ASSEMBLÉIA DE DEUS E ANTENA DA OI	RUA VINTE E UM DE JUNHO	343	PRÓXIMO A ASSEMBLÉIA DE DEUS E ANTENA DA OI	DOIS UNIDOS	CHOQUE	CHOQUE DE VEÍCULO COM MURO	1									1	
137	2016-01-06T00:00:00	18:33:00	SEM VÍTIMA	CANCELADA	DERBY	AV GOVERNADOR AGAMENON MAGALHAES	141	""	UM SEMAFORO ANTES DO HOSPITAL PORTUGUES	AV GOVERNADOR AGAMENON MAGALHAES	141	UM SEMAFORO ANTES DO HOSPITAL PORTUGUES	DERBY	COLISÃO	CAMINHÃO E AUTO	1						1			0	
138	2016-01-06T00:00:00	18:40:00	COM VÍTIMA	FINALIZADA	CASA AMARELA	RUA ALTO JOSE BONIFACIO	149	""	PROX. A FEIRA DA RODINHA	RUA ALTO JOSE BONIFACIO	149	PROX. A FEIRA DA RODINHA	CASA AMARELA	COLISÃO COM CICLISTA	VEICULO COLIDIO COM CICLISTA, ONDE A VITIMA JA FOI SOCORRIDA	1			1						1	
139	2016-01-06T00:00:00	19:13:00	COM VÍTIMA	CANCELADA	VÁRZEA	RUA FRANCISCO LACERDA	265	""	EM FRENTE AO RESTAURANTE BRAZZETUS	RUA FRANCISCO LACERDA	265	EM FRENTE AO RESTAURANTE BRAZZETUS	VÁRZEA	COLISÃO	AUTO E MOTO	1	1								1	
140	2016-01-06T00:00:00	19:48:00	COM VÍTIMA	FINALIZADA	BOA VIAGEM	RUA ANTONIO FALCAO	XX	""	EMBAIXO DO VIADUTO DA VIA MANGUE	RUA ANTONIO FALCAO	XX	EMBAIXO DO VIADUTO DA VIA MANGUE	BOA VIAGEM	COLISÃO	AUTO E MOTO	1	1								1	
141	2016-01-06T00:00:00	19:58:00	COM VÍTIMA	FINALIZADA	TORRE	RUA LEONARDO BEZERRA CAVALCANTE	672	""	EM FRENTE A SHOPPING PLAZA EM FRENTE A LOJA CARA DE SONO	RUA LEONARDO BEZERRA CAVALCANTE	672	EM FRENTE A SHOPPING PLAZA EM FRENTE A LOJA CARA DE SONO	TORRE	COLISÃO	AUTO E MOTO	1	1								1	
142	2016-01-06T00:00:00	22:25:00	SEM VÍTIMA	FINALIZADA	TORRE	RUA JOSE BONIFACIO	""	""	ENFR A FARMACIA DROGASIL POR TRAS DO ATACADO DOS PRESENTES	RUA JOSE BONIFACIO	0	ENFR A FARMACIA DROGASIL POR TRAS DO ATACADO DOS PRESENTES	TORRE	COLISÃO	VEICULO OFICIAL E UMA SHINERAY	1		1							0	
143	2016-01-06T00:00:00	23:24:00	SEM VÍTIMA	EM ATENDIMENTO	CORDEIRO	AV PROFESSOR ESTEVAO FRANCISCO DA COSTA	7	""	PROX AO GOE, EM FRENTE AO POSTO DE PETRO CAL	AV PROFESSOR ESTEVAO FRANCISCO DA COSTA	7	PROX AO GOE, EM FRENTE AO POSTO DE PETRO CAL	CORDEIRO	COLISÃO	COLISAO ENTRE DOIS AUTO S/V	2									0	
144	2016-01-07T00:00:00	00:23:00	SEM VÍTIMA	EM ATENDIMENTO	BOA VIAGEM	RUA DOM JOSE LOPES	""	""	POR TRÁS DA FERREIRA PINTO // RUA DO RESTAURANTE CANGAÇO	RUA DOM JOSE LOPES	0	POR TRÁS DA FERREIRA PINTO // RUA DO RESTAURANTE CANGAÇO	BOA VIAGEM	COLISÃO	COLISÃO ENTRE DOIS AUTOS S/V	2									0	
